ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
OLPU2883831: 59.759.328/0344-29<->70.192.790/9644-68
NZEU3980671: 85.104.822/7036-98<->90.809.230/0022-28
TZZJ9009182: 38.412.112/6783-09<->94.269.148/8986-67
YOZZ7616322: 57.240.800/4372-97<->64.755.975/0649-06
WIWJ3279958: 30.738.947/3448-39<->12.777.214/7777-57
BCNJ4940118: 79.502.669/8104-20<->43.001.521/9336-04
KHXJ7477491: 03.604.373/7706-53<->33.237.899/9777-32
PWAJ9111484: 45.988.695/3117-95<->43.924.623/8253-92
TKDU7307315: 92.406.179/0172-81<->84.137.450/1250-57
BYGJ8360698: 10.030.597/7651-84<->46.698.993/8169-76
LPSJ8776231: 13.973.466/5450-43<->20.585.424/7967-31
PJIU3191926: 27.476.444/2399-85<->76.194.425/1992-58
VLRJ1758796: 43.296.777/7495-51<->20.722.515/3118-86
TNJU8204921: 89.541.841/9176-89<->13.853.868/7317-57
OBTU0023325: 60.839.566/1678-93<->03.733.181/2786-86
LMZU3474153: 41.733.747/6579-53<->15.896.405/7505-27
JXRJ0940128: 36.877.219/6792-11<->89.000.197/6702-35
WYSU3368834: 73.583.794/9150-21<->66.042.988/1498-69
MFTU4575516: 11.008.297/4594-46<->87.095.534/5426-66
IDNU0943565: 31.116.437/0925-86<->71.559.207/9195-54
HSGU1832340: 44.634.755/0947-87<->33.698.542/9913-42
UISZ4945500: 92.878.183/0853-63<->90.576.929/3746-74
FMPJ9484193: 76.910.983/6595-09<->17.230.458/1781-23
BLCZ2263497: 24.111.798/5904-01<->65.177.290/1497-44
RPFZ6545812: 60.558.190/4650-38<->89.910.578/0666-21
WSVZ6210901: 74.978.788/3620-42<->55.369.922/8065-32
OWXZ9004450: 32.782.385/3411-63<->25.074.670/1522-26
CMTJ7081661: 92.232.981/4629-51<->33.714.335/1137-64
NVTZ9832124: 08.494.581/6308-95<->35.375.071/5171-02
JMZJ3216441: 06.918.333/9011-00<->00.034.979/5797-98
TEQU3906770: 87.079.244/0584-84<->83.629.439/1596-99
ZLZZ8960827: 11.597.019/9928-19<->04.525.473/9854-75
YLEZ1934029: 54.247.653/4868-92<->70.280.977/4821-44
SRUU6150108: 49.322.691/7836-22<->92.758.565/8567-56
VEBJ7274376: 62.785.970/6863-90<->44.217.429/3806-70
PCIU5883788: 13.752.968/1087-70<->69.573.687/5855-91
YSGU2417077: 97.615.272/5295-60<->01.554.430/3241-41
FJEZ9960220: 94.887.167/1025-46<->37.210.195/8849-72
MTSZ7214979: 76.706.969/7790-68<->58.901.999/6819-74
RJNU3083463: 46.226.221/5204-68<->37.975.191/0957-17
FTZJ0294546: 82.009.327/7315-39<->52.543.492/7521-05
FRZZ1410778: 49.264.295/4450-78<->32.934.980/9672-85
OBZZ6845863: 56.218.235/5708-11<->26.333.725/2448-08
ASQJ5993480: 17.308.469/8234-52<->76.826.914/9072-05
UIBJ0423411: 14.638.686/0504-93<->63.659.677/9322-96
VPSZ6401052: 87.937.360/5405-75<->47.023.104/2464-90
MJNJ3140566: 57.595.355/9532-56<->39.825.661/0293-81
HATZ4552988: 46.106.684/2851-83<->93.972.570/6533-72
LHCJ4940348: 62.771.824/0731-28<->47.119.626/7996-93
GGTJ9744667: 94.700.258/0312-79<->85.586.654/6873-02
OERZ1974250: 72.510.668/7867-46<->55.486.687/8809-84
VJFJ4224432: 90.849.766/0153-87<->33.845.791/1908-40
SIRU4268216: 78.189.851/4082-25<->10.086.328/2282-80
GOQZ9380764: 81.542.133/4940-47<->36.239.234/3344-71
SBAZ0710482: 78.863.333/1113-12<->75.273.409/6668-55
AHQJ5004476: 78.274.426/4030-57<->62.687.578/2478-02
CUEJ8620773: 75.633.486/9528-93<->35.730.835/2539-97
YNNJ0798377: 83.682.562/1181-91<->79.441.042/5526-75
DSWZ6396282: 15.590.537/6382-44<->17.065.029/3382-82
WSJZ6415383: 03.985.089/8263-33<->29.327.989/0976-32
NQAJ6961626: 73.420.595/7550-35<->55.946.577/7030-77
FKEU3726976: 96.910.143/5010-19<->42.244.085/2715-99
DCOZ3938785: 78.007.104/1861-22<->47.207.748/8632-92
LNTU4577670: 92.829.171/7652-19<->04.213.025/7155-57
LWEU2921908: 18.803.706/5810-23<->32.808.037/5902-08
ESNU6647002: 44.275.042/3316-88<->87.969.736/7147-88
LOYU0975027: 98.478.718/4671-11<->60.022.441/0796-90
UNAJ2687684: 99.563.707/8717-52<->14.268.550/8449-83
NPRZ7371855: 97.324.132/0351-79<->10.936.321/1395-85
BRZJ0421313: 89.814.043/3433-34<->19.932.229/6726-39
ZPLU0521314: 60.916.395/5097-11<->63.557.652/0080-87
EYNU5889807: 53.906.859/9945-51<->70.747.681/7778-61
CZBZ9164965: 58.410.990/1551-70<->67.744.253/5138-30
DKNZ8875786: 73.946.928/6407-92<->07.164.488/6272-50
KGAJ7371890: 72.943.361/0725-20<->87.063.433/8416-47
KYZZ8043552: 18.019.391/4572-70<->32.136.859/3848-03
IIAU8845436: 01.790.025/6746-80<->93.658.930/4278-17
JXBU6461433: 67.498.067/0372-87<->55.058.589/0252-36
LBCU3703949: 75.268.061/3039-24<->41.864.524/5274-17
BCZJ9790495: 67.430.053/3152-06<->35.776.657/4286-82
KRIJ7189228: 90.861.516/1926-19<->37.507.860/0153-60
WZYZ9967279: 74.950.580/1843-17<->78.042.379/4822-99
LIZU2580484: 61.171.666/1656-25<->89.865.755/0508-37
IYUU9075102: 74.838.124/4386-99<->67.805.901/1072-32
RXRJ6699940: 92.718.686/4285-28<->08.327.423/8098-17
CQKU1908584: 88.115.971/8978-63<->03.234.665/7604-98
JPGZ4014494: 36.343.175/4955-61<->87.322.666/4618-74
ZGSU5413203: 64.980.854/2430-02<->77.135.599/7275-34
MHTJ5533623: 54.152.795/4691-88<->52.548.338/6857-44
HFBU4113986: 20.334.910/3213-33<->71.243.515/5249-73
IEFU5232285: 54.412.925/6078-33<->06.264.223/1772-30
XVVU5460786: 19.956.675/4300-78<->75.638.636/2096-40
JPYZ0705939: 29.587.302/3525-09<->73.584.043/4424-44
QIOJ4451528: 89.639.374/4038-67<->48.020.152/7767-19
YPVU7135953: 57.191.823/1803-89<->10.554.840/6311-13
REUZ7047740: 65.647.611/2010-27<->12.015.146/3494-25
TPFZ3980824: 10.166.298/5128-20<->75.557.900/8230-44
EARZ7581602: 99.981.331/0534-28<->13.126.891/6800-65
LYEZ1626628: 56.131.179/3719-00<->61.906.613/7548-54
ULVU2579016: 11.046.114/0765-63<->09.979.124/7342-33
NHKJ9019695: 59.021.523/0367-12<->45.779.001/5378-82
ZPQJ0501906: 89.787.238/7266-03<->93.365.090/7812-40
QSIZ8679538: 08.805.168/0650-64<->56.581.112/4840-49
PLXZ3265572: 08.606.864/6994-78<->25.463.577/2934-85
MXCU7042573: 32.207.059/8720-86<->39.681.412/0183-95
DIWJ1573293: 99.715.009/3533-36<->11.380.745/8616-70
PIEJ3990311: 40.271.002/6658-79<->56.009.893/2712-52
XEVU7356862: 62.970.157/0594-93<->96.880.145/5094-02
YXHJ5450852: 63.376.332/6874-54<->74.062.593/9918-77
GEBJ1286462: 75.803.382/0959-64<->83.101.551/0606-12
QJQJ1137174: 74.131.925/9920-87<->16.826.085/5436-31
HONU2858840: 27.886.849/2479-32<->33.548.271/8432-11
BOOZ8409255: 99.781.394/5155-61<->65.175.998/6717-92
JUXZ9548349: 35.818.835/6385-62<->04.796.667/0973-58
PMGJ4304968: 02.911.313/8132-72<->42.635.554/3844-23
DIHJ7651815: 34.425.263/7607-66<->34.780.168/0293-70
EILU8354191: 31.089.085/4586-26<->51.649.521/1824-92
PAFZ0598384: 75.096.890/5279-57<->15.362.730/8618-63
LOTJ2007889: 35.774.323/1991-06<->21.575.445/1953-91
IBVZ1342910: 07.935.203/3672-07<->74.784.237/0809-59
JGJJ4597898: 02.223.225/0911-69<->25.601.001/7985-21
JEUU0788524: 61.398.628/4352-91<->97.442.442/7923-38
ZELU4558736: 96.817.675/6801-87<->58.146.691/3215-17
ZTKJ5230646: 53.055.100/1123-78<->90.621.386/7680-41
MOOZ9381291: 74.962.714/9180-56<->02.442.386/4298-43
ZBXJ5452941: 84.304.585/4043-79<->25.251.945/6519-56
QYFZ8366154: 13.718.508/6966-62<->36.913.311/3831-03
LQTZ0702599: 83.789.377/9033-04<->94.348.024/1937-63
QLUU1867760: 67.517.526/9874-35<->45.548.128/0133-70
HPQZ2170947: 10.777.320/3002-85<->64.181.001/4427-84
FICJ4297141: 43.049.987/3792-09<->13.504.513/2312-74
VGUJ7158208: 59.132.602/1293-56<->20.180.064/2612-03
VKSZ4713107: 34.180.626/0714-05<->57.663.642/6834-50
QRMJ1492819: 69.243.732/7151-24<->41.038.792/2353-76
FMVZ1519245: 49.704.593/3858-71<->57.090.438/1039-16
UJOJ6672405: 50.221.830/2277-96<->55.719.108/9399-55
QGCU3950193: 96.785.861/8525-04<->50.855.028/3835-21
YVPZ7796772: 11.531.805/1143-57<->14.197.621/6728-95
CIKJ0152586: 58.071.596/2904-14<->71.905.960/9744-79
NIMU7053144: 47.720.881/9564-61<->76.013.130/9337-54
NSGJ2667689: 29.567.923/0893-18<->15.164.160/2610-90
ZXSU3355044: 38.054.954/0267-28<->51.788.238/2023-82
VEMZ2246833: 00.716.217/3722-56<->67.892.648/5231-00
QDYU9387440: 89.562.796/7693-31<->46.363.587/8558-80
RATU4516819: 40.012.592/8030-22<->93.572.145/8996-33
FJXZ5329920: 06.972.793/3127-49<->89.098.095/0152-14
VXNJ8653949: 24.375.262/4093-89<->65.396.032/0028-79
OYCU6390007: 44.700.563/7909-87<->23.674.864/8605-44
FSBJ6316142: 89.994.963/4951-67<->96.118.019/2397-69
VIUJ2178517: 66.539.675/5640-22<->68.944.402/4035-77
MYRZ9715759: 73.709.568/5424-30<->88.093.270/8142-67
AWIJ2018041: 13.238.537/3849-52<->70.065.273/4194-94
TGFU4562887: 67.944.418/8834-73<->29.276.884/9894-56
CATU9543958: 61.785.198/3895-51<->81.979.035/3384-37
TMDU7367407: 19.828.250/7085-22<->03.619.400/9477-33
TNTU7351826: 23.092.117/1564-86<->68.117.140/0705-55
VQIJ6721101: 57.205.458/9670-15<->73.092.566/6568-88
DGYU3836148: 39.346.925/5664-55<->01.768.472/2627-48
NJXU2603691: 85.090.749/9986-30<->17.732.185/1816-14
MGIU8355186: 62.395.974/4629-54<->82.416.752/5208-34
BGBJ7003550: 62.655.972/2955-93<->77.070.927/8636-56
KHZJ1481271: 61.883.289/6594-81<->20.021.908/1833-36
JDYJ0363097: 15.040.364/3869-83<->48.606.584/6982-21
TEGJ4673203: 28.112.579/0349-02<->32.078.751/9316-98
GRZU2709550: 33.972.475/3502-92<->09.132.351/7908-06
MQSU1130753: 13.434.875/7328-80<->98.326.429/3835-82
VJTU2782820: 69.546.250/0744-55<->59.204.354/4033-82
ZZTZ8142703: 34.740.555/7710-31<->45.132.865/5460-25
XZZU9406153: 81.201.413/1541-87<->55.146.965/8639-61
MHVU1521089: 49.148.826/1907-76<->64.860.681/6473-72
DCQJ9060878: 48.587.991/5790-68<->68.792.712/1782-55
WHXJ3208141: 47.007.284/2858-96<->40.727.829/6111-12
ZNDJ5864373: 27.674.083/6227-78<->59.250.749/5658-42
YLWZ4550569: 95.250.328/7908-36<->41.680.592/1566-52
MIDU6675816: 31.198.085/5965-50<->51.192.934/3554-33
IEAJ2247786: 32.348.404/2977-23<->97.236.710/7716-81
LOKU2878139: 90.479.411/6879-76<->71.017.322/7552-84
RRXZ6848292: 36.526.533/6295-34<->45.444.997/7308-30
ZJOJ1785572: 10.442.697/6348-56<->37.748.743/7446-42
WEXJ0360259: 68.712.723/0502-33<->23.733.345/8533-21
YGLJ7285788: 93.333.477/7135-36<->85.836.660/9799-86
XNQJ8659001: 85.289.659/8964-29<->12.142.265/9570-12
ZOVZ5364991: 08.353.613/9137-52<->84.571.307/7188-21
LRWZ1074282: 90.195.615/6654-07<->84.451.380/0837-32
WFVU1544618: 26.146.940/4086-34<->46.577.512/9712-82
GBPZ8732144: 50.447.291/1747-80<->92.636.688/2257-07
JYXJ1190710: 18.236.292/4289-05<->20.435.613/5472-47
PQKJ4525518: 08.959.732/1485-84<->96.868.853/7270-13
ZDFU5162084: 58.730.277/3214-57<->84.984.932/8162-53
YFJZ8520899: 94.695.462/7276-55<->57.512.558/1699-00
XNMU3686282: 63.197.199/3135-99<->11.343.035/5515-05
YILZ6980495: 93.262.658/0327-01<->01.897.573/6485-55
RMYZ0669501: 34.257.677/7978-17<->29.526.415/2951-24
OZJZ0677036: 26.543.463/4007-52<->58.900.517/8994-04
TUSJ1270376: 62.110.216/3931-42<->30.654.504/7422-47
BVFJ2067028: 82.227.300/3655-24<->41.354.594/3759-39
XMDJ9272771: 68.233.724/6826-08<->59.379.396/7369-57
XHJJ4549125: 12.272.183/0478-40<->22.030.696/3816-76
UVQU5229067: 43.007.561/6562-87<->34.093.552/3647-26
BHSJ7285947: 68.685.300/1856-83<->71.355.087/1480-81
TFCJ1136078: 63.616.831/7435-51<->34.109.936/8041-00
LCHZ0979614: 13.394.692/1452-13<->51.954.653/0810-20
TFSZ8108964: 69.444.338/4551-24<->70.889.190/9164-77
FNKJ5970352: 30.076.540/2276-67<->74.177.627/5475-59
BFMU2887024: 00.236.449/2339-75<->42.801.248/9439-25
EFNU2258019: 26.394.724/1309-48<->44.249.026/4266-21
UWNZ2676553: 33.169.320/2983-11<->12.731.358/0886-25
TJHJ9409835: 84.391.150/0626-52<->35.790.205/9302-24
SSLU7732395: 49.104.040/8446-07<->68.286.076/9413-89
ZPSU6450168: 95.697.280/6958-29<->04.672.951/2975-49
NVDZ7782180: 84.669.269/5742-14<->99.201.897/2696-84
FZHZ6597488: 67.983.948/4426-21<->00.854.710/5955-52
FIHJ0412445: 14.007.218/6513-33<->11.522.459/2162-34
PYGZ9352346: 55.541.316/3567-93<->82.435.586/3803-66
GAPU8154434: 17.153.770/7279-11<->68.861.408/5120-84
KXIJ4944767: 97.472.375/3322-09<->97.022.956/7187-57
JPCU6642010: 93.576.019/1404-84<->37.180.642/8291-78
XWBZ0478273: 53.858.814/1810-52<->30.635.975/9418-15
BPIZ3169107: 33.455.443/0942-40<->84.052.410/1948-49
OXHU1072536: 59.512.371/9682-49<->10.839.015/3628-12
IVHZ7980463: 24.386.129/8845-81<->69.496.638/8192-04
TSSJ3397236: 74.348.088/2793-17<->16.765.025/3599-75
HSVU8636102: 53.480.989/6691-05<->49.660.605/4694-71
FKTU6374896: 08.485.570/1175-30<->54.778.396/8221-96
UKLJ2711678: 88.113.842/3869-74<->68.701.830/7055-92
NIWJ3677481: 39.034.379/3537-20<->79.948.612/1032-45
KTBU6730854: 63.701.404/8333-16<->08.717.797/8476-68
ZDFU3667781: 10.801.525/2141-95<->88.874.787/4814-62
CKUJ7536382: 35.045.790/5726-39<->96.809.923/7672-94
QYJJ4023081: 02.284.376/2998-69<->47.596.231/2687-83
OTSZ6615719: 07.482.729/6113-86<->42.590.664/0966-79
ZBQJ2088107: 78.114.390/9616-08<->27.521.201/7627-49
WUVU5718511: 94.872.999/0385-21<->81.325.561/6090-38
KCOJ2358902: 77.286.980/5820-33<->46.949.288/2387-73
FINU8859115: 18.714.833/0018-08<->26.440.098/2976-05
MFBJ3649223: 21.267.094/4665-96<->66.617.249/8584-33
JBXU5438247: 31.026.525/8889-76<->40.292.217/8051-14
NTIU6750301: 13.360.576/1952-47<->42.425.596/2038-79
TCJU3479257: 59.797.116/3210-08<->47.434.653/5151-56
UXQZ0539355: 71.785.779/9521-57<->31.797.744/0944-89
MOLU3444641: 54.476.359/7731-29<->27.125.981/8026-33
SPJZ6530505: 41.404.161/5281-53<->00.794.957/1291-54
XTVU1587233: 14.790.819/4410-46<->49.304.034/6051-05
ZGKU4503188: 88.709.896/6238-60<->92.208.861/4371-87
XPQZ5536548: 53.310.812/0041-97<->82.197.048/9544-68
CBSU1191316: 18.044.033/7470-41<->13.043.130/4825-74
AEIZ5867182: 83.329.157/1070-00<->21.235.240/9399-65
FHFZ2569003: 01.749.486/2864-73<->70.177.146/8068-63
ZUOZ2686132: 83.632.128/8607-46<->29.695.314/0480-61
GAKJ5717882: 27.563.204/2397-83<->01.306.457/0561-53
VRLU5527963: 29.161.914/1628-58<->62.125.126/7826-69
TPAU6301523: 62.367.097/8657-41<->96.684.516/8363-21
MCWZ3226555: 75.927.391/3158-29<->15.250.554/4498-03
ZAXU5108773: 77.199.855/6220-81<->02.423.581/7771-51
TLQZ1142040: 62.753.410/5696-06<->81.403.215/1474-13
PVRU8229353: 17.152.876/4000-71<->46.699.670/5622-96
ADUZ0783632: 16.788.839/5750-56<->19.899.863/0923-53
DXPZ1610538: 86.166.725/4419-65<->11.063.728/8767-89
FAHZ7892884: 87.001.633/5658-84<->76.921.246/6963-79
FUZZ4571895: 48.300.232/1659-33<->08.806.891/5361-49
BOEZ8478977: 86.762.467/2891-23<->48.536.336/6151-30
JKRZ7735699: 58.437.015/3472-00<->53.000.499/4293-54
RXJU8256504: 36.004.934/4047-82<->68.250.614/2682-49
XQJU9704885: 77.323.732/5138-85<->57.624.649/3066-15
XCJJ1188417: 90.740.333/9795-64<->56.032.280/5498-36
LHCJ5773526: 41.202.167/9841-47<->44.425.067/6470-83
QCBJ7037577: 94.551.429/9722-35<->80.998.959/0681-06
LZAJ4029655: 20.708.114/6945-22<->41.276.780/7624-88
TQFZ1872762: 15.103.454/3209-75<->58.982.851/7351-10
UURZ0464289: 05.515.764/0932-97<->56.604.541/9227-84
ZCTJ3113664: 89.101.587/0131-81<->13.079.736/9541-85
YATZ5576506: 17.194.678/0711-74<->46.918.484/3226-10
KFDU9696649: 17.027.715/1621-16<->70.709.220/1748-22
IVUU3116437: 40.289.402/6063-29<->33.561.386/9083-48
NZZU9114056: 17.462.049/5116-49<->13.235.384/7772-74
ZXEZ8178259: 25.400.723/3246-31<->53.141.000/6384-45
JAHZ7194048: 42.446.534/6020-21<->85.374.759/8165-32
QZMZ1750413: 53.551.960/8570-29<->73.144.087/3592-49
RZGU5210354: 53.397.843/9239-30<->68.425.709/7720-08
EGSJ5310779: 77.534.804/9802-01<->06.792.853/8012-27
XPEU2248173: 53.806.101/4313-11<->57.826.827/9945-97
DSAJ5129614: 39.589.179/2007-25<->38.890.664/1875-33
MLDU1485928: 83.198.805/3127-33<->97.590.388/8956-34
BIXJ0270262: 07.830.214/5402-06<->80.732.688/7507-60
AJPJ0545536: 49.362.050/3718-59<->30.199.280/1384-60
MRCZ2490944: 65.576.350/6315-67<->89.807.479/8245-97
DCUU4607074: 31.152.963/7353-11<->14.158.148/6077-68
GAZU4949007: 20.742.453/1424-02<->60.941.624/1854-19
FDDU0940588: 90.629.823/1861-74<->05.211.798/6509-96
TOUU0487975: 19.328.411/0620-62<->26.311.693/8245-13
WXWZ5173436: 61.100.436/3869-47<->52.939.333/3844-39
XKNJ6947857: 73.088.507/6745-38<->97.074.459/5315-82
GUTZ7810076: 50.497.457/0768-17<->63.440.876/0097-86
VOHZ7258159: 73.359.984/4569-53<->92.481.461/3129-44
IWZJ7495068: 42.614.945/7434-54<->65.284.272/5942-17
TNSU0472603: 02.288.914/5310-50<->13.421.566/7015-15
YXAU6323367: 52.551.128/2805-15<->66.507.914/9997-57
MTQJ2934520: 95.044.258/8597-56<->95.367.598/2745-75
HCXJ4101288: 60.764.579/8402-80<->15.276.529/9776-13
BUJZ1157016: 22.738.328/5271-35<->77.952.961/4991-34
PBKJ1195416: 56.269.710/7816-22<->18.367.519/4576-85
CHKJ7307982: 12.148.033/6824-48<->81.397.498/6903-96
RALZ1048551: 59.480.056/4513-59<->63.286.056/5595-28
VSKZ0681405: 21.225.777/2412-45<->06.179.118/4735-48
JMSU2886091: 35.249.561/7443-10<->72.570.691/2782-55
JNCU0484614: 92.583.986/6436-23<->54.707.640/5802-63
LHMU5182173: 73.336.650/4280-68<->44.724.414/5962-86
DMPJ1063678: 28.030.122/9305-42<->35.121.904/8186-40
YPFJ1437653: 34.210.088/0628-55<->11.814.702/2228-07
PTBZ5164313: 20.649.391/3553-60<->39.576.072/2789-05
EQTU3305799: 13.887.721/5615-77<->01.324.443/3155-72
NWMU4731640: 92.653.967/7620-58<->39.940.658/5535-40
NDRJ0104018: 66.383.264/9128-30<->40.951.548/7556-61
YSCZ6305138: 28.976.065/0774-31<->44.170.411/6687-67
KYYZ9188238: 66.915.124/2541-94<->53.330.428/6508-83
IIDJ0915553: 19433Kg (193%)
MRIJ3909535: 19636Kg (191%)
COLJ6614239: 19482Kg (191%)
URNJ8829890: 19507Kg (191%)
DEMU8314984: 19316Kg (191%)
OWQJ6120355: 19075Kg (190%)
BVLZ5688686: 19041Kg (190%)
KDCJ1051711: 19447Kg (189%)
PAQJ0733790: 19188Kg (189%)
KKBJ2927965: 18756Kg (188%)
ZVRJ6323302: 19263Kg (188%)
SVJJ6934249: 19533Kg (188%)
KLRJ3243352: 19381Kg (187%)
LFFJ8771877: 19414Kg (187%)
EDUZ7675965: 18756Kg (186%)
YMKJ5341191: 18949Kg (186%)
CTGZ4039498: 19066Kg (185%)
TWBZ8110043: 18744Kg (185%)
ASQZ9402136: 18852Kg (183%)
ZISU6137943: 18596Kg (182%)
XFIJ2173450: 19242Kg (181%)
XMZU9668351: 19122Kg (180%)
AXVZ9665571: 18291Kg (180%)
WMAZ8427777: 18707Kg (180%)
WZIU1126918: 18788Kg (180%)
AZWJ3746182: 18624Kg (180%)
YZGU0793345: 19032Kg (180%)
DUDJ7563798: 19181Kg (179%)
NXQZ0086386: 18131Kg (179%)
IIPU9015573: 18792Kg (179%)
XMEU4787455: 19158Kg (178%)
MXWU3248273: 18862Kg (177%)
FUGJ9138056: 18841Kg (177%)
PMDZ5210391: 18227Kg (177%)
LISZ6839318: 18048Kg (177%)
FNMZ0469494: 17732Kg (176%)
VMRU2417992: 17838Kg (176%)
QYWJ0919388: 18586Kg (175%)
VPBU8735074: 17666Kg (175%)
BCPJ2029736: 18664Kg (175%)
IYBZ4620710: 18712Kg (175%)
UQEJ1392254: 18053Kg (174%)
RVGU2844211: 17902Kg (174%)
IJZJ5728451: 18642Kg (173%)
OVMU6232156: 18587Kg (173%)
FPOU2881273: 18143Kg (173%)
FCKJ0559229: 18996Kg (173%)
VTPZ3759144: 18971Kg (173%)
GENZ2783061: 18876Kg (173%)
WBOJ7926485: 17435Kg (173%)
JWEU5178093: 17290Kg (172%)
NIPJ9658971: 18020Kg (172%)
BINU7638959: 18767Kg (171%)
QRRZ0770128: 17103Kg (171%)
YJUJ4449599: 17472Kg (171%)
GKIJ5159211: 17305Kg (171%)
NMDZ6436047: 18899Kg (171%)
ZJWU0011961: 17616Kg (170%)
JRZU2340312: 17383Kg (170%)
FBEU6678996: 18834Kg (170%)
XORU2587298: 17956Kg (170%)
OSCU4105879: 17402Kg (169%)
BEZJ7362739: 17509Kg (169%)
LQFZ9088539: 17285Kg (169%)
PCQZ0127654: 18604Kg (169%)
VDGZ5136309: 18354Kg (169%)
LYIU7726261: 17355Kg (169%)
VKWJ5053156: 18786Kg (169%)
DCIU1930501: 18612Kg (168%)
FFHJ8698622: 16861Kg (168%)
WNPZ4900677: 18246Kg (168%)
AINJ6747043: 17172Kg (168%)
EAIJ1152206: 18701Kg (168%)
CRNZ3346513: 17470Kg (167%)
YEDJ8495481: 16782Kg (167%)
SCZJ3080202: 18685Kg (167%)
PYQZ7550548: 17696Kg (167%)
TOIZ1558031: 18086Kg (166%)
PAAU5081912: 18360Kg (166%)
JCFU0114695: 17049Kg (166%)
GYEZ2023163: 16858Kg (165%)
VQDZ3282144: 18687Kg (165%)
KDIU0225414: 17113Kg (165%)
OZXU3835442: 17399Kg (165%)
NMRZ4345154: 17394Kg (164%)
KSFZ6428362: 17314Kg (164%)
RMBJ2859414: 17230Kg (164%)
SAWZ4580907: 17829Kg (164%)
KVLU8184454: 18520Kg (164%)
PLQJ1687028: 17048Kg (163%)
SVQZ9836028: 18461Kg (163%)
ZCUJ8355564: 17525Kg (163%)
ZJJJ2893114: 18299Kg (163%)
IWIJ5283731: 18201Kg (163%)
XYUZ6174094: 17590Kg (163%)
VRZZ7271218: 17924Kg (162%)
IFKJ0624572: 17868Kg (162%)
COMJ5371196: 16987Kg (162%)
OJFJ5158625: 17109Kg (161%)
UGGU7185837: 17021Kg (161%)
NXAU6191220: 17833Kg (161%)
DPAJ7827165: 17481Kg (161%)
TPRU0570663: 17671Kg (161%)
JNEJ9664395: 17431Kg (161%)
KKJZ9669014: 17919Kg (161%)
DRVU8682963: 17304Kg (161%)
DGGJ2325654: 17291Kg (160%)
RLHZ7472646: 17987Kg (160%)
MIPJ0219996: 17825Kg (160%)
ZKEZ0370607: 18141Kg (160%)
WTCZ8448730: 17003Kg (160%)
JBZJ6775731: 16135Kg (160%)
UDCU0530861: 17199Kg (160%)
MSTJ4459580: 17600Kg (160%)
AHCU6560153: 16708Kg (159%)
KEXZ1063431: 16020Kg (159%)
JTTJ2136245: 17777Kg (159%)
JOEZ8743799: 17444Kg (159%)
UFEZ0851671: 16899Kg (159%)
TLJU3486453: 17614Kg (159%)
ZKLZ0222169: 16681Kg (159%)
ENJU6920575: 16419Kg (159%)
RWNU0518479: 16491Kg (159%)
GNHU1511189: 17138Kg (158%)
VNGU3715887: 17783Kg (158%)
VILJ3580992: 16670Kg (158%)
BBXJ9027359: 17354Kg (158%)
CKCZ7474229: 17412Kg (158%)
FQQZ8632160: 18260Kg (158%)
LUCU6657988: 16331Kg (157%)
BRXZ3700945: 17558Kg (157%)
LSZZ3065470: 17661Kg (157%)
KYRZ1787253: 16538Kg (157%)
VNHU3817157: 17320Kg (157%)
ACJJ8453754: 17463Kg (157%)
QAIZ8250252: 18262Kg (157%)
OWYJ8038670: 16177Kg (157%)
AXYJ5784569: 16331Kg (156%)
EGVJ6662267: 16605Kg (156%)
OEMU8744990: 17705Kg (156%)
MKQZ2546464: 15585Kg (156%)
YEJZ7603299: 17059Kg (156%)
BMCU1653124: 16504Kg (156%)
VJFU8017185: 16924Kg (156%)
JVTZ9683097: 18033Kg (156%)
MCLJ2002543: 17599Kg (156%)
LAQZ4503432: 16082Kg (155%)
JJWJ7110786: 15969Kg (155%)
QFBJ2411344: 18181Kg (155%)
EKSJ6532594: 17440Kg (155%)
ZQXJ3648550: 17789Kg (155%)
AYGZ9296818: 16371Kg (155%)
PVDJ3913833: 16427Kg (155%)
IBIU8010752: 16993Kg (155%)
SRWZ3101969: 16707Kg (154%)
ACGZ8017081: 17926Kg (154%)
SNYU6224312: 17774Kg (154%)
DUUU8314085: 17767Kg (154%)
VCOZ3432730: 17607Kg (154%)
BGXU2205499: 16411Kg (153%)
XHOZ2873745: 16873Kg (153%)
VUXZ1629133: 16865Kg (153%)
TNXZ8482595: 17325Kg (153%)
NQHU2165737: 16218Kg (153%)
TXUJ1684991: 16242Kg (153%)
OYBZ2500240: 16495Kg (153%)
QAQJ1904631: 16589Kg (152%)
ABFJ5191817: 17941Kg (152%)
JLPU5179690: 15543Kg (152%)
OTAZ0921224: 15475Kg (152%)
MTPJ6941555: 17162Kg (151%)
UASJ0834050: 16725Kg (151%)
PVBJ7156631: 17764Kg (151%)
DTGZ5096967: 17319Kg (151%)
RZBZ9991426: 16195Kg (151%)
SGHJ1831285: 17708Kg (151%)
STUZ5255595: 17910Kg (151%)
RHZJ0287713: 16505Kg (151%)
LGVU4044598: 16848Kg (150%)
WIIJ8032425: 16870Kg (150%)
AFFZ5231245: 17420Kg (150%)
SCRU1921599: 15501Kg (150%)
QKMZ9623879: 16598Kg (150%)
BXYZ4999881: 15537Kg (150%)
XXLU0291455: 15911Kg (150%)
IPGU7917165: 17038Kg (149%)
